"","participant_ID","text_ID","error","error_type","fb_type","error_item","error_reps","solution_item","pass_solution_reps","fail_solution_reps","word_count","TextNum","error_count","error_rate","error_count_per_type","error_rate_per_type","TextFile","Total","CountB1","CountC2","CountB2","CountA1","CountC1","CountA2","Count","FreqB1","FreqC2","FreqB2","FreqA1","FreqC1","FreqA2","Freq","TfidfB1","TfidfC2","TfidfB2","TfidfA1","TfidfC1","TfidfA2","TFIDF","msttr","mattr","ttr","rttr","cttr","mtld","hdd","Herdan","Summer","Dugast","Maas","outcome"
"1","AFJ1","AFJ1_1","si reciben ayuda personalizada (mientras) [durante] su detención","Substitution","Direct non-metalinguistic WCF","mientras",0,"durante",2,0,599,"1",44,0.0734557595993322,25,0.0417362270450751,"data/texts/AFJ1_1.txt",599,46,42,54,14,48,12,216,0.0767946577629382,0.0701168614357262,0.0901502504173623,0.0233722871452421,0.0801335559265442,0.0200333889816361,0.360601001669449,0.0661844494439807,0.0550044116299165,0.0860522051030187,0.0229009382663534,0.089786116589839,0.0199686295146689,0.34361125226422,0.7,0.692708803611737,0.44280442804428,10.3088827101014,7.28948087076944,92.126059269343,0.807708195732249,0.870596877413701,0.924678555794164,48.6484860304768,0.0205556242669819,"Fixed"
"2","AFJ1","AFJ1_1","con (eso) [esto] quiero decir que","Determination","Direct non-metalinguistic WCF","eso",1,"esto",4,0,599,"1",44,0.0734557595993322,2,0.00333889816360601,"data/texts/AFJ1_1.txt",599,46,42,54,14,48,12,216,0.0767946577629382,0.0701168614357262,0.0901502504173623,0.0233722871452421,0.0801335559265442,0.0200333889816361,0.360601001669449,0.0661844494439807,0.0550044116299165,0.0860522051030187,0.0229009382663534,0.089786116589839,0.0199686295146689,0.34361125226422,0.7,0.692708803611737,0.44280442804428,10.3088827101014,7.28948087076944,92.126059269343,0.807708195732249,0.870596877413701,0.924678555794164,48.6484860304768,0.0205556242669819,"Both fixed and repeated"
"3","AFJ1","AFJ1_1","hay prisiones (tal) como Rikers Island","Analysis","Direct non-metalinguistic WCF","tal",0,NA,1,0,599,"1",44,0.0734557595993322,1,0.001669449081803,"data/texts/AFJ1_1.txt",599,46,42,54,14,48,12,216,0.0767946577629382,0.0701168614357262,0.0901502504173623,0.0233722871452421,0.0801335559265442,0.0200333889816361,0.360601001669449,0.0661844494439807,0.0550044116299165,0.0860522051030187,0.0229009382663534,0.089786116589839,0.0199686295146689,0.34361125226422,0.7,0.692708803611737,0.44280442804428,10.3088827101014,7.28948087076944,92.126059269343,0.807708195732249,0.870596877413701,0.924678555794164,48.6484860304768,0.0205556242669819,"Fixed"
"4","AFJ1","AFJ1_1","vivir en (la) sociedad","Determination","Direct non-metalinguistic WCF","la",0,NA,2,0,599,"1",44,0.0734557595993322,2,0.00333889816360601,"data/texts/AFJ1_1.txt",599,46,42,54,14,48,12,216,0.0767946577629382,0.0701168614357262,0.0901502504173623,0.0233722871452421,0.0801335559265442,0.0200333889816361,0.360601001669449,0.0661844494439807,0.0550044116299165,0.0860522051030187,0.0229009382663534,0.089786116589839,0.0199686295146689,0.34361125226422,0.7,0.692708803611737,0.44280442804428,10.3088827101014,7.28948087076944,92.126059269343,0.807708195732249,0.870596877413701,0.924678555794164,48.6484860304768,0.0205556242669819,"Fixed"
"5","AFJ1","AFJ1_1","me gustaría expresar (porque) [por qué] yo creo","Substitution","Direct non-metalinguistic WCF","porque",0,"por qué",1,0,599,"1",44,0.0734557595993322,25,0.0417362270450751,"data/texts/AFJ1_1.txt",599,46,42,54,14,48,12,216,0.0767946577629382,0.0701168614357262,0.0901502504173623,0.0233722871452421,0.0801335559265442,0.0200333889816361,0.360601001669449,0.0661844494439807,0.0550044116299165,0.0860522051030187,0.0229009382663534,0.089786116589839,0.0199686295146689,0.34361125226422,0.7,0.692708803611737,0.44280442804428,10.3088827101014,7.28948087076944,92.126059269343,0.807708195732249,0.870596877413701,0.924678555794164,48.6484860304768,0.0205556242669819,"Fixed"
"6","AFJ1","AFJ1_1","no solo sean castigados, sino que [también] reciban","Ellipsis","Direct non-metalinguistic WCF",NA,0,"también",1,0,599,"1",44,0.0734557595993322,3,0.00500834724540901,"data/texts/AFJ1_1.txt",599,46,42,54,14,48,12,216,0.0767946577629382,0.0701168614357262,0.0901502504173623,0.0233722871452421,0.0801335559265442,0.0200333889816361,0.360601001669449,0.0661844494439807,0.0550044116299165,0.0860522051030187,0.0229009382663534,0.089786116589839,0.0199686295146689,0.34361125226422,0.7,0.692708803611737,0.44280442804428,10.3088827101014,7.28948087076944,92.126059269343,0.807708195732249,0.870596877413701,0.924678555794164,48.6484860304768,0.0205556242669819,"Fixed"
"7","AFJ1","AFJ1_1","las condiciones en (cuáles) [que] los presos tenían que vivir","Substitution","Direct non-metalinguistic WCF","cuáles",0,"que",1,1,599,"1",44,0.0734557595993322,25,0.0417362270450751,"data/texts/AFJ1_1.txt",599,46,42,54,14,48,12,216,0.0767946577629382,0.0701168614357262,0.0901502504173623,0.0233722871452421,0.0801335559265442,0.0200333889816361,0.360601001669449,0.0661844494439807,0.0550044116299165,0.0860522051030187,0.0229009382663534,0.089786116589839,0.0199686295146689,0.34361125226422,0.7,0.692708803611737,0.44280442804428,10.3088827101014,7.28948087076944,92.126059269343,0.807708195732249,0.870596877413701,0.924678555794164,48.6484860304768,0.0205556242669819,"Fixed inadequately"
"8","AFJ1","AFJ1_1","allá a los presos, (cuáles) [a quienes] casi ni se [les] puede llamar así","Government","Direct non-metalinguistic WCF","cuáles",0,"a quienes, les",2,0,599,"1",44,0.0734557595993322,8,0.013355592654424,"data/texts/AFJ1_1.txt",599,46,42,54,14,48,12,216,0.0767946577629382,0.0701168614357262,0.0901502504173623,0.0233722871452421,0.0801335559265442,0.0200333889816361,0.360601001669449,0.0661844494439807,0.0550044116299165,0.0860522051030187,0.0229009382663534,0.089786116589839,0.0199686295146689,0.34361125226422,0.7,0.692708803611737,0.44280442804428,10.3088827101014,7.28948087076944,92.126059269343,0.807708195732249,0.870596877413701,0.924678555794164,48.6484860304768,0.0205556242669819,"Fixed"
"9","AFJ1","AFJ1_1","el estado tiene [que] proteger","Ellipsis","Direct non-metalinguistic WCF",NA,0,"que",1,0,599,"1",44,0.0734557595993322,3,0.00500834724540901,"data/texts/AFJ1_1.txt",599,46,42,54,14,48,12,216,0.0767946577629382,0.0701168614357262,0.0901502504173623,0.0233722871452421,0.0801335559265442,0.0200333889816361,0.360601001669449,0.0661844494439807,0.0550044116299165,0.0860522051030187,0.0229009382663534,0.089786116589839,0.0199686295146689,0.34361125226422,0.7,0.692708803611737,0.44280442804428,10.3088827101014,7.28948087076944,92.126059269343,0.807708195732249,0.870596877413701,0.924678555794164,48.6484860304768,0.0205556242669819,"Fixed"
"10","AFJ1","AFJ1_1","condiciones como (en) [las de] la cárcel de Bastøy","Government","Direct non-metalinguistic WCF","en",0,"las de",1,0,599,"1",44,0.0734557595993322,8,0.013355592654424,"data/texts/AFJ1_1.txt",599,46,42,54,14,48,12,216,0.0767946577629382,0.0701168614357262,0.0901502504173623,0.0233722871452421,0.0801335559265442,0.0200333889816361,0.360601001669449,0.0661844494439807,0.0550044116299165,0.0860522051030187,0.0229009382663534,0.089786116589839,0.0199686295146689,0.34361125226422,0.7,0.692708803611737,0.44280442804428,10.3088827101014,7.28948087076944,92.126059269343,0.807708195732249,0.870596877413701,0.924678555794164,48.6484860304768,0.0205556242669819,"Fixed"
