"","participant_ID.x","text_ID","error","error_type","fb_type","Group","Title","docs_to_search","error_item","error_context","error_reps","solution_item","solution_context","pass_solution_reps","fail_solution_reps","participant_ID.y","TextFile","Total","CountB1","CountC2","CountB2","CountA1","CountC1","CountA2","Count","FreqB1","FreqC2","FreqB2","FreqA1","FreqC1","FreqA2","Freq","TfidfB1","TfidfC2","TfidfB2","TfidfA1","TfidfC1","TfidfA2","TFIDF","msttr","mattr","ttr","rttr","cttr","mtld","hdd","Herdan","Summer","Dugast","Maas","TextNum"
"1","AFJ1","AFJ1_1","si reciben ayuda personalizada (mientras) [durante] su detención","sust.","D.N.M","AFJ1","AFJ1_1","['AFJ1_2', 'AFJ1_3', 'AFJ1_4']","mientras","AFJ1_3 - mientras
>> Mientras que algunos países
>> día para sobrevivir mientras que otros tienen

AFJ1_4 - mientras
>> Tres Dragons , mientras que el tercero

",0,"durante","AFJ1_2 - durante
>> de la playa durante unos meses y
>> bocadillos para comer durante el día .

",2,0,"AFJ1","data/texts/AFJ1_1.txt",599,46,42,54,14,48,12,216,0.0767946577629382,0.0701168614357262,0.0901502504173623,0.0233722871452421,0.0801335559265442,0.0200333889816361,0.360601001669449,0.0661844494439807,0.0550044116299165,0.0860522051030187,0.0229009382663534,0.089786116589839,0.0199686295146689,0.34361125226422,0.7,0.692708803611737,0.44280442804428,10.3088827101014,7.28948087076944,92.126059269343,0.807708195732249,0.870596877413701,0.924678555794164,48.6484860304768,0.0205556242669819,1
"2","AFJ1","AFJ1_1","con (eso) [esto] quiero decir que","det.","D.N.M","AFJ1","AFJ1_1","['AFJ1_2', 'AFJ1_3', 'AFJ1_4']","eso","AFJ1_4 - eso
>> estanque , pero esos estaban disfrutando de

",1,"esto","AFJ1_2 - esto
>> primera vez en esta semana que me
>> me rodea en esta playa fuera más
>> Este sonido siempre me
>> Y aunque este olor no guste

AFJ1_3 - esto
>> Esta parte de la
>> deberíamos vivir en este inequilibrio de forzas

",4,0,"AFJ1","data/texts/AFJ1_1.txt",599,46,42,54,14,48,12,216,0.0767946577629382,0.0701168614357262,0.0901502504173623,0.0233722871452421,0.0801335559265442,0.0200333889816361,0.360601001669449,0.0661844494439807,0.0550044116299165,0.0860522051030187,0.0229009382663534,0.089786116589839,0.0199686295146689,0.34361125226422,0.7,0.692708803611737,0.44280442804428,10.3088827101014,7.28948087076944,92.126059269343,0.807708195732249,0.870596877413701,0.924678555794164,48.6484860304768,0.0205556242669819,1
"3","AFJ1","AFJ1_1","se puede ayudar a aquellos que quieren (mejorarse) [mejorar]","pron.","D.N.M","AFJ1","AFJ1_1","['AFJ1_2', 'AFJ1_3', 'AFJ1_4']","mejorarse",NA,0,"mejorar",NA,0,0,"AFJ1","data/texts/AFJ1_1.txt",599,46,42,54,14,48,12,216,0.0767946577629382,0.0701168614357262,0.0901502504173623,0.0233722871452421,0.0801335559265442,0.0200333889816361,0.360601001669449,0.0661844494439807,0.0550044116299165,0.0860522051030187,0.0229009382663534,0.089786116589839,0.0199686295146689,0.34361125226422,0.7,0.692708803611737,0.44280442804428,10.3088827101014,7.28948087076944,92.126059269343,0.807708195732249,0.870596877413701,0.924678555794164,48.6484860304768,0.0205556242669819,1
"4","AFJ1","AFJ1_1","un solo intento de (ruptura) [fuga] en 30 años","sust.","I.L.","AFJ1","AFJ1_1","['AFJ1_2', 'AFJ1_3', 'AFJ1_4']","ruptura",NA,0,"fuga",NA,0,0,"AFJ1","data/texts/AFJ1_1.txt",599,46,42,54,14,48,12,216,0.0767946577629382,0.0701168614357262,0.0901502504173623,0.0233722871452421,0.0801335559265442,0.0200333889816361,0.360601001669449,0.0661844494439807,0.0550044116299165,0.0860522051030187,0.0229009382663534,0.089786116589839,0.0199686295146689,0.34361125226422,0.7,0.692708803611737,0.44280442804428,10.3088827101014,7.28948087076944,92.126059269343,0.807708195732249,0.870596877413701,0.924678555794164,48.6484860304768,0.0205556242669819,1
"5","AFJ1","AFJ1_1","pueden moverse (libre) [libremente] en la isla","sust.","D.N.M","AFJ1","AFJ1_1","['AFJ1_2', 'AFJ1_3', 'AFJ1_4']","libre","AFJ1_2 - libre
>> el ancho espacio libre que ofrece la

",0,"libremente",NA,0,0,"AFJ1","data/texts/AFJ1_1.txt",599,46,42,54,14,48,12,216,0.0767946577629382,0.0701168614357262,0.0901502504173623,0.0233722871452421,0.0801335559265442,0.0200333889816361,0.360601001669449,0.0661844494439807,0.0550044116299165,0.0860522051030187,0.0229009382663534,0.089786116589839,0.0199686295146689,0.34361125226422,0.7,0.692708803611737,0.44280442804428,10.3088827101014,7.28948087076944,92.126059269343,0.807708195732249,0.870596877413701,0.924678555794164,48.6484860304768,0.0205556242669819,1
"6","AFJ1","AFJ1_1","es (una frescura) [un dilema] bastante (complicada) [complicado]","sust.","I.M.","AFJ1","AFJ1_1","['AFJ1_2', 'AFJ1_3', 'AFJ1_4']","una frescura, complicada",NA,0,"un dilema, complicado",NA,0,0,"AFJ1","data/texts/AFJ1_1.txt",599,46,42,54,14,48,12,216,0.0767946577629382,0.0701168614357262,0.0901502504173623,0.0233722871452421,0.0801335559265442,0.0200333889816361,0.360601001669449,0.0661844494439807,0.0550044116299165,0.0860522051030187,0.0229009382663534,0.089786116589839,0.0199686295146689,0.34361125226422,0.7,0.692708803611737,0.44280442804428,10.3088827101014,7.28948087076944,92.126059269343,0.807708195732249,0.870596877413701,0.924678555794164,48.6484860304768,0.0205556242669819,1
"7","AFJ1","AFJ1_1","que hemos conocido (en) la semana pasada","reg.","D.N.M","AFJ1","AFJ1_1","['AFJ1_2', 'AFJ1_3', 'AFJ1_4']","en","AFJ1_2 - en
>> No tardo mucho en llegar .
>> especial sentar se en la arena .
>> de mí promete en secreto que los
>> la primera vez en esta semana que
>> que me rodea en esta playa fuera
>> iluminoso aquí que en el lugar que
>> cuando quería jugar en la arena hasta
>> de aquella marca en particular .
>> el agua salada en mi lengua .
>> que sea infeliz en el otro país
>> que no importa en que estado de

AFJ1_3 - en
>> No hay duda en que tenemos un
>> En mi opinión la
>> algunos países viven en riqueza y aprovechan
>> beneficio de nacer en un país fuerte
>> contra la pobreza en que viven ,
>> , no solo en la economia ,
>> que deberíamos vivir en este inequilibrio de

AFJ1_4 - en
>> , que vive en la parte noreste
>> un otro compañero en busca de refuerzos
>> de ellos corrieron en dirección a el
>> los estudiantes , en un estado influenciado
>> que estudian aquí en Barcelona "" .
>> que un incidente en 2019 se desarrolló

",0,NA,NA,0,0,"AFJ1","data/texts/AFJ1_1.txt",599,46,42,54,14,48,12,216,0.0767946577629382,0.0701168614357262,0.0901502504173623,0.0233722871452421,0.0801335559265442,0.0200333889816361,0.360601001669449,0.0661844494439807,0.0550044116299165,0.0860522051030187,0.0229009382663534,0.089786116589839,0.0199686295146689,0.34361125226422,0.7,0.692708803611737,0.44280442804428,10.3088827101014,7.28948087076944,92.126059269343,0.807708195732249,0.870596877413701,0.924678555794164,48.6484860304768,0.0205556242669819,1
"8","AFJ1","AFJ1_1","hay prisiones (tal) como Rikers Island","ana.","D.N.M","AFJ1","AFJ1_1","['AFJ1_2', 'AFJ1_3', 'AFJ1_4']","tal","AFJ1_2 - tal
>> No hay tal insatisfacción básica que

",0,NA,"AFJ1_2 - tal
>> está bien , tal y como está

",1,0,"AFJ1","data/texts/AFJ1_1.txt",599,46,42,54,14,48,12,216,0.0767946577629382,0.0701168614357262,0.0901502504173623,0.0233722871452421,0.0801335559265442,0.0200333889816361,0.360601001669449,0.0661844494439807,0.0550044116299165,0.0860522051030187,0.0229009382663534,0.089786116589839,0.0199686295146689,0.34361125226422,0.7,0.692708803611737,0.44280442804428,10.3088827101014,7.28948087076944,92.126059269343,0.807708195732249,0.870596877413701,0.924678555794164,48.6484860304768,0.0205556242669819,1
"9","AFJ1","AFJ1_1","vivir en (la) sociedad","det.","D.N.M","AFJ1","AFJ1_1","['AFJ1_2', 'AFJ1_3', 'AFJ1_4']","la","AFJ1_2 - la
>> Mi yo de la infancia estaría encantada
>> El cielo azul arriba
>> No es la primera vez en
>> Siento como si la gente que me
>> que abruma a los habitantes y hace
>> Se están rompiendo las olas .
>> Como las olas azules regresan
>> El cielo azul y
>> aquí que en el lugar que conozco
>> Aunque el sol no sea
>> El aroma que esparce
>> Me recuerda a los calurosos días de
>> guste a todo el mundo , me
>> para comer durante el día .
>> si pudiera saborear el agua salada en
>> sea infeliz en el otro país ,
>> Merece la pena no aplazar
>> se trata de las impresionantes montañas de
>> también quiero a los míos incondicionalmente ,
>> Solo yo y la playa brillante .

AFJ1_3 - la
>> Aunque conocemos a los beneficios que trae
>> En mi opinión la globalización tiene dos
>> y aprovechan de la rápida expansión en
>> Esta parte de la sociedad tiene menos
>> Especialmente los países como África
>> Ellos sufren por las crisis financieras que
>> Claro entiendo que la vida que muchos
>> es humano aprovechar las oportunidades de la
>> aunque no vemos los problemas de la
>> La globalización ofrece muchas
>> Deberíamos aprovechar de las oportunidades de manera

AFJ1_4 - la
>> un pato de el parque de la
>> un pato de el parque municipal de
>> Aunque el jardín verde cerró
>> que vive en la parte noreste ,
>> Saltaron a el agua como si
>> Se oía a los patos que se
>> de Erasmus de la universidad cercana ,
>> , pidió a los jóvenes que se
>> Los chicos no huyeron
>> , que dirige el servicio nocturno de
>> Después de que los estudiantes , en
>> "" No es la primera vez que
>> desarrolló similar a el de el sábado
>> Algunos extremistas de el bienestar animal comentaron
>> Según la información actual ,
>> Además los estudiantes recibieron una

",0,NA,"AFJ1_2 - la
>> El sabor a sal

AFJ1_4 - la
>> Los guardias de seguridad",2,0,"AFJ1","data/texts/AFJ1_1.txt",599,46,42,54,14,48,12,216,0.0767946577629382,0.0701168614357262,0.0901502504173623,0.0233722871452421,0.0801335559265442,0.0200333889816361,0.360601001669449,0.0661844494439807,0.0550044116299165,0.0860522051030187,0.0229009382663534,0.089786116589839,0.0199686295146689,0.34361125226422,0.7,0.692708803611737,0.44280442804428,10.3088827101014,7.28948087076944,92.126059269343,0.807708195732249,0.870596877413701,0.924678555794164,48.6484860304768,0.0205556242669819,1
"10","AFJ1","AFJ1_1","un instrumento de ayuda para los presos (en forma) [a fin] de enseñarles a vivir en sociedad","sust.","R","AFJ1","AFJ1_1","['AFJ1_2', 'AFJ1_3', 'AFJ1_4']","en forma",NA,0,"a fin",NA,0,0,"AFJ1","data/texts/AFJ1_1.txt",599,46,42,54,14,48,12,216,0.0767946577629382,0.0701168614357262,0.0901502504173623,0.0233722871452421,0.0801335559265442,0.0200333889816361,0.360601001669449,0.0661844494439807,0.0550044116299165,0.0860522051030187,0.0229009382663534,0.089786116589839,0.0199686295146689,0.34361125226422,0.7,0.692708803611737,0.44280442804428,10.3088827101014,7.28948087076944,92.126059269343,0.807708195732249,0.870596877413701,0.924678555794164,48.6484860304768,0.0205556242669819,1
